manufacturer,npi,product,csr,start_date,term_date
amgen,1205056371,MVASI,0.833333,1-Jul-13,31-Dec-99
amgen,1205056371,NEULASTA,0.78125,1-Jul-13,31-Dec-99
amgen,1205056371,PROLIA,1.008474,1-Jul-13,31-Dec-99
amgen,1205269941,MVASI,0.956521,1-Apr-11,31-Dec-99
amgen,1205269941,PROLIA,1,1-Apr-11,31-Dec-99
amgen,1205811221,MVASI,0.9,1-Jan-11,31-Dec-99
amgen,1205811221,NEULASTA,0.915151,1-Jan-11,31-Dec-99
amgen,1205811221,PROLIA,0.91228,1-Jan-11,31-Dec-99
amgen,1205811221,RIABNI,0.814814,1-Jan-11,31-Dec-99
amgen,1205818481,MVASI,0.818181,1-Oct-09,31-Dec-99
amgen,1205818481,NEULASTA,0.835714,1-Oct-09,31-Dec-99
amgen,1205822186,ARANESP,1,1-Apr-17,31-Dec-99
amgen,1205822186,AVSOLA,0.944751,1-Apr-17,31-Dec-99
amgen,1205822186,KANJINTI,1,1-Apr-17,31-Dec-99
amgen,1205822186,MVASI,1.008379,1-Apr-17,31-Dec-99
amgen,1205822186,NEULASTA,1,1-Apr-17,31-Dec-99
amgen,1205822186,PROLIA,0.919708,1-Apr-17,31-Dec-99
amgen,1205822186,RIABNI,1,1-Apr-17,31-Dec-99
amgen,1205822236,ARANESP,0.792987,1-Jul-04,31-Dec-99
amgen,1205822236,KANJINTI,0.950617,1-Jul-04,31-Dec-99
amgen,1205822236,MVASI,0.841809,1-Jul-04,31-Dec-99
amgen,1205822236,NEULASTA,1.066203,1-Jul-04,31-Dec-99
amgen,1205822236,PROLIA,1.042121,1-Jul-04,31-Dec-99
amgen,1205822236,RIABNI,0.760504,1-Jul-04,31-Dec-99
amgen,1205822236,TEZSPIRE,1.017543,1-Jul-04,31-Dec-99
amgen,1205823879,NEULASTA,0.980769,1-Apr-06,31-Dec-99
amgen,1205823879,PROLIA,0.953703,1-Apr-06,31-Dec-99
amgen,1205835774,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205835774,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205835774,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205835774,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205835774,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205835774,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205835774,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205835774,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205835774,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205835774,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205841004,ARANESP,1,1-Jun-20,1-May-22
amgen,1205841004,AVSOLA,1,1-Jun-20,1-May-22
amgen,1205841004,ENBREL,1,1-Jun-20,1-May-22
amgen,1205841004,KANJINTI,1,1-Jun-20,1-May-22
amgen,1205841004,MVASI,1,1-Jun-20,1-May-22
amgen,1205841004,NEULASTA,1,1-Jun-20,1-May-22
amgen,1205841004,NEUPOGEN,1,1-Jun-20,1-May-22
amgen,1205841004,PROLIA,1,1-Jun-20,1-May-22
amgen,1205841004,RIABNI,1,1-Jun-20,1-May-22
amgen,1205841004,TEZSPIRE,1,1-Jun-20,1-May-22
amgen,1205859766,ARANESP,0.759433,15-Mar-22,31-Dec-99
amgen,1205859766,KANJINTI,0.816513,15-Mar-22,31-Dec-99
amgen,1205859766,PROLIA,0.833948,15-Mar-22,31-Dec-99
amgen,1205859766,RIABNI,0.899686,15-Mar-22,31-Dec-99
amgen,1205860335,MVASI,0.826576,1-Apr-11,31-Dec-99
amgen,1205860335,NEULASTA,0.892205,1-Apr-11,31-Dec-99
amgen,1205860335,PROLIA,0.871515,1-Apr-11,31-Dec-99
amgen,1205877172,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205877172,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205877172,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205877172,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205877172,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205877172,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205877172,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205877172,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205877172,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205877172,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205895299,PROLIA,1.009009,1-Jan-13,31-Dec-99
amgen,1205896107,AVSOLA,0.862617,1-Jul-11,31-Dec-99
amgen,1205896107,KANJINTI,0.709003,1-Jul-11,31-Dec-99
amgen,1205896107,PROLIA,0.814765,1-Jul-11,31-Dec-99
amgen,1205896107,TEZSPIRE,0.883928,1-Jul-11,31-Dec-99
amgen,1205900370,ARANESP,0.955143,1-Dec-92,31-Dec-99
amgen,1205900370,ENBREL,0.992814,1-Dec-92,31-Dec-99
amgen,1205900370,MVASI,0.985746,1-Dec-92,31-Dec-99
amgen,1205900370,PROLIA,0.985074,1-Dec-92,31-Dec-99
amgen,1205902376,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205902376,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205902376,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205902376,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205902376,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205902376,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205902376,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205902376,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205902376,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205902376,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205909058,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205909058,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205909058,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205909058,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205909058,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205909058,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205909058,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205909058,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205909058,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205909058,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205939469,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205939469,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205939469,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205939469,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205939469,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205939469,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205939469,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205939469,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205939469,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205939469,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205950524,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1205950524,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1205950524,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1205950524,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1205950524,MVASI,1,1-Jun-20,31-Dec-99
amgen,1205950524,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1205950524,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1205950524,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1205950524,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1205950524,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1205991122,MVASI,0.98,31-Aug-10,31-Dec-99
amgen,1205991122,PROLIA,0.97183,31-Aug-10,31-Dec-99
amgen,1215027966,MVASI,0.932345,1-Oct-04,31-Dec-99
amgen,1215027966,NEULASTA,0.980722,1-Oct-04,31-Dec-99
amgen,1215027966,PROLIA,0.961352,1-Oct-04,31-Dec-99
amgen,1215030697,MVASI,1,1-Jan-19,31-Dec-99
amgen,1215030697,PROLIA,0.993377,1-Jan-19,31-Dec-99
amgen,1215139613,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1215139613,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1215139613,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1215139613,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1215139613,MVASI,1,1-Jun-20,31-Dec-99
amgen,1215139613,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1215139613,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1215139613,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1215139613,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1215139613,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1215178462,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1215178462,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1215178462,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1215178462,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1215178462,MVASI,1,1-Jun-20,31-Dec-99
amgen,1215178462,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1215178462,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1215178462,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1215178462,RIABNI,1,1-Jun-20,31-Dec-99
